Fid  | Fname                                    | Fgroup           | Fcalorie  | Fcarb    | Fprotein | Ffat     | Fsodium   | Ffiber  | 1 | Fserving   | 10
 298 | Bread Oat Bran                           | Baked Foods      |     67.02 |     11.3 |     2.95 |     1.25 |    100.25 |    1.28 | 1 | 1 oz       | 10
 299 | Bread Oat Bran Toasted                   | Baked Foods      |     73.56 |    12.41 |     3.24 |     1.36 |    109.91 |    1.39 | 1 | 1 oz       | 10
 300 | Bread Oatmeal                            | Baked Foods      |      76.4 |    13.77 |     2.39 |     1.25 |    126.95 |    1.14 | 1 | 1 oz       | 10
 301 | Bread Oatmeal Toasted                    | Baked Foods      |     82.93 |    14.97 |     2.61 |     1.36 |    138.02 |    1.22 | 1 | 1 oz       | 10
 302 | Bread Onion                              | Baked Foods      |     56.64 |     10.6 |      1.8 |      0.7 |    116.16 |    0.41 | 1 | 1 small or | 10
 303 | Bread Onion Toasted                      | Baked Foods      |      46.8 |     8.74 |     1.49 |     0.58 |     95.76 |    0.34 | 1 | 1 small or | 10
 304 | Bread Pan Dulce Sweet Yeast Bread        | Baked Foods      |    231.21 |    35.52 |     5.93 |      7.3 |    143.64 |    1.45 | 1 | 1 slice (a | 10
 305 | Bread Pita Toasted                       | Baked Foods      |       302 |    61.21 |       10 |     1.32 |       589 |     2.4 | 1 | 100 g      | 10
 306 | Bread Pita White Unenriched              | Baked Foods      |      78.1 |    15.82 |     2.58 |     0.34 |    152.22 |    0.62 | 1 | 1 oz       | 10
 307 | Bread Pita Whole Wheat Toasted           | Baked Foods      |       288 |    61.42 |    10.77 |     1.88 |       579 |     6.7 | 1 | 100 g      | 10
 308 | Bread Pita With Fruit                    | Baked Foods      |       279 |    59.19 |      8.2 |     1.09 |       458 |     2.4 | 1 | 100 g      | 10
 309 | Bread Pita With Fruit Toasted            | Baked Foods      |       306 |    65.04 |     9.02 |      1.2 |       503 |     2.7 | 1 | 100 g      | 10
 310 | Bread Potato                             | Baked Foods      |     85.12 |    15.06 |        4 |        1 |       120 |    2.02 | 1 | 1 slice    | 10
 311 | Bread Potato Toasted                     | Baked Foods      |     70.08 |    12.41 |      3.3 |     0.83 |     98.88 |    1.66 | 1 | 1 small or | 10
 312 | Bread Protein (Includes Gluten)          | Baked Foods      |     69.58 |    12.44 |     3.44 |     0.62 |    114.74 |    0.85 | 1 | 1 oz       | 10
 313 | Bread Protein (Includes Gluten) Toasted  | Baked Foods      |     76.68 |    13.66 |     3.75 |     0.68 |     126.1 |    0.94 | 1 | 1 oz       | 10
 314 | Bread Pumpernickel                       | Baked Foods      |        71 |    13.49 |     2.47 |     0.88 |    169.26 |    1.85 | 1 | 1 oz       | 10
 315 | Bread Pumpernickel Toasted               | Baked Foods      |       275 |     52.2 |     9.56 |     3.41 |       655 |     7.1 | 1 | 100 g      | 10
 316 | Bread Pumpkin                            | Baked Foods      |       180 |    25.85 |      2.9 |     7.47 |     173.4 |    0.84 | 1 | 1 slice    | 10
 317 | Bread Puri Wheat                         | Baked Foods      |    142.56 |    14.13 |     2.24 |     8.84 |      61.2 |    1.26 | 1 | 1 puri (ap | 10
 318 | Bread Raisin                             | Baked Foods      |       269 |     52.4 |     8.27 |     3.04 |       442 |     2.8 | 1 | 100 g      | 10
 319 | Bread Raisin Enriched                    | Baked Foods      |     77.82 |    14.85 |     2.24 |     1.25 |     98.55 |    1.22 | 1 | 1 oz       | 10
 320 | Bread Raisin Enriched Toasted            | Baked Foods      |     84.35 |    16.16 |     2.44 |     1.36 |    107.07 |    1.33 | 1 | 1 oz       | 10
 321 | Bread Raisin Toasted                     | Baked Foods      |       296 |    57.58 |     9.09 |     3.34 |       486 |     3.1 | 1 | 100 g      | 10
 322 | Bread Raisin Unenriched                  | Baked Foods      |     77.82 |    14.85 |     2.24 |     1.25 |    110.76 |    1.22 | 1 | 1 oz       | 10
 323 | Bread Reduced-Calorie Oat Bran           | Baked Foods      |     57.08 |    11.73 |     2.27 |     0.91 |    130.36 |    3.41 | 1 | 1 oz       | 10
 324 | Bread Reduced-Calorie Oat Bran Toasted   | Baked Foods      |     67.88 |    13.97 |      2.7 |     1.08 |    155.35 |    4.06 | 1 | 1 oz       | 10
 326 | Bread Reduced-Calorie Rye                | Baked Foods      |     57.65 |     11.5 |     2.58 |     0.82 |    145.69 |    3.41 | 1 | 1 oz       | 10
 327 | Bread Reduced-Calorie Wheat              | Baked Foods      |     61.63 |    12.06 |     3.78 |     0.83 |     94.29 |    3.15 | 1 | 1 oz       | 10
 328 | Bread Reduced-Calorie White              | Baked Foods      |     58.79 |    12.58 |     2.47 |     0.71 |    136.04 |    2.75 | 1 | 1 oz       | 10
 329 | Bread Rice Bran                          | Baked Foods      |     69.01 |    12.35 |     2.53 |     1.31 |      76.4 |    1.39 | 1 | 1 oz       | 10
 330 | Bread Rice Bran Toasted                  | Baked Foods      |     74.98 |    13.43 |     2.75 |     1.42 |     82.93 |    1.51 | 1 | 1 oz       | 10
 331 | Bread Rice Toasted                       | Baked Foods      |       273 |    50.31 |     4.74 |     5.76 |       491 |     4.7 | 1 | 100 g      | 10
 332 | Bread Roll Mexican Bollilo               | Baked Foods      |    311.64 |    54.65 |    10.44 |     5.68 |    495.88 |    2.16 | 1 | 1 piece    | 10
 333 | Bread Rye Toasted                        | Baked Foods      |     80.66 |    15.08 |     2.67 |     1.02 |    188.58 |    1.82 | 1 | 1 oz       | 10
 334 | Bread Soy                                | Baked Foods      |       258 |    42.01 |     15.4 |     3.45 |       595 |     4.4 | 1 | 100 g      | 10
 335 | Bread Soy Toasted                        | Baked Foods      |       284 |    46.16 |    16.92 |      3.8 |       654 |     4.8 | 1 | 100 g      | 10
 336 | Bread Spanish Coffee                     | Baked Foods      |     292.4 |    49.53 |     6.46 |     7.38 |      13.6 |    1.61 | 1 | 1 piece    | 10
 337 | Bread Sprouted Wheat Toasted             | Baked Foods      |     49.68 |     8.94 |     3.47 |        0 |    125.04 |    1.39 | 1 | 1 slice    | 10
 338 | Bread Sticks Plain                       | Baked Foods      |    189.52 |    31.46 |     5.52 |     4.37 |    327.98 |    1.38 | 1 | 1 cup, sma | 10
 339 | Bread Stuffing Bread Dry Mix             | Baked Foods      |    109.62 |    21.64 |     3.12 |     0.97 |    399.02 |    0.91 | 1 | 1 oz       | 10
 340 | Bread Stuffing Bread Dry Mix Prepared    | Baked Foods      |     55.38 |     5.35 |     0.78 |     3.42 |    136.04 |    0.23 | 1 | 1 oz       | 10
 341 | Bread Stuffing Cornbread Dry Mix         | Baked Foods      |    110.48 |    21.78 |     2.84 |     1.19 |    405.84 |    4.06 | 1 | 1 oz       | 10
 342 | Bread Sunflower Meal                     | Baked Foods      |       304 |    47.41 |     9.94 |     8.39 |       515 |     2.4 | 1 | 100 g      | 10
 343 | Bread Sunflower Meal Toasted             | Baked Foods      |       334 |     52.1 |    10.92 |     9.22 |       566 |     2.7 | 1 | 100 g      | 10
 344 | Bread Sweet Potato                       | Baked Foods      |       239 |    45.24 |      7.4 |     2.85 |       477 |     1.7 | 1 | 100 g      | 10
 345 | Bread Sweet Potato Toasted               | Baked Foods      |     57.86 |    10.94 |     1.79 |     0.69 |    115.28 |    0.42 | 1 | 1 small or | 10
 346 | Bread Vegetable                          | Baked Foods      |    113.96 |     21.4 |     3.64 |      1.4 |    230.12 |    0.88 | 1 | 1 slice    | 10
 347 | Bread Vegetable Toasted                  | Baked Foods      |       114 |    21.38 |     3.64 |      1.4 |       230 |    0.88 | 1 | 1 slice    | 10
 348 | Bread Wheat Or Cracked Wheat Toasted     | Baked Foods      |       301 |    52.24 |    11.72 |     4.98 |       520 |     4.4 | 1 | 100 g      | 10
 349 | Bread Wheat Sprouted                     | Baked Foods      |     71.44 |    12.87 |        5 |        0 |    180.12 |    2.01 | 1 | 1 slice 1  | 10
 350 | Bread Wheat Sprouted Toasted             | Baked Foods      |      77.9 |    13.99 |     5.43 |        0 |     195.7 |    2.17 | 1 | 1 slice 1  | 10
 351 | Bread Wheat Toasted                      | Baked Foods      |     88.89 |    15.84 |     3.68 |     1.21 |    170.68 |    1.33 | 1 | 1 oz       | 10
 352 | Bread White Wheat                        | Baked Foods      |     66.64 |    12.29 |     2.98 |      0.6 |    133.84 |    2.58 | 1 | 1 slice    | 10
 353 | Bread White With Whole Wheat Swirl       | Baked Foods      |     62.16 |    11.05 |     2.56 |     0.82 |    113.28 |    1.06 | 1 | 1 small or | 10
 354 | Bread Whole Grain White Toasted          | Baked Foods      |       262 |    48.25 |    11.71 |     2.36 |       525 |    10.1 | 1 | 100 g      | 10
 355 | Bread Whole Wheat Toasted                | Baked Foods      |     60.94 |    10.32 |     3.01 |     0.85 |       110 |    1.45 | 1 | 1 small or | 10
 356 | Bread Whole Wheat With Raisins           | Baked Foods      |       273 |    56.31 |     7.74 |     4.07 |       488 |     6.5 | 1 | 100 g      | 10
 357 | Bread Whole Wheat With Raisins Toasted   | Baked Foods      |       301 |    61.88 |     8.51 |     4.47 |       536 |     7.1 | 1 | 100 g      | 10
 358 | Bread Whole-Wheat Prepared From Recipe   | Baked Foods      |     78.95 |     14.6 |     2.39 |     1.53 |     98.26 |     1.7 | 1 | 1 oz       | 10
 359 | Bread Zucchini                           | Baked Foods      |       120 |       17 |     1.97 |     5.06 |     117.6 |    0.36 | 1 | 1 slice    | 10
 360 | Breadsticks Nfs                          | Baked Foods      |     95.76 |    12.43 |     3.41 |      3.6 |     172.2 |    0.67 | 1 | 1 small st | 10
 361 | Breadsticks Soft From Frozen             | Baked Foods      |     81.12 |    12.08 |     2.82 |     2.36 |    134.94 |    0.65 | 1 | 1 small st | 10
 362 | Breadsticks Soft Nfs                     | Baked Foods      |     95.76 |    12.43 |     3.41 |      3.6 |     172.2 |    0.67 | 1 | 1 small st | 10
 363 | Breakfast Tart Low Fat                   | Baked Foods      |    193.44 |    39.94 |     2.07 |     3.11 |    187.72 |    0.78 | 1 | 1 tart     | 10
 364 | Brioche                                  | Baked Foods      |    322.63 |    27.61 |     6.73 |    20.65 |    340.34 |    1.16 | 1 | 1 piece    | 10
 365 | Butter Croissants                        | Baked Foods      |     115.3 |    13.01 |     2.33 |     5.96 |    109.06 |    0.74 | 1 | 1 oz       | 10
 366 | Cake Angel Food With Icing Or Filling    | Baked Foods      |       333 |    65.27 |      4.1 |     6.99 |       392 |     0.1 | 1 | 100 g      | 10
 367 | Cake Angelfood Commercially Prepared     | Baked Foods      |     72.24 |    16.18 |     1.65 |     0.22 |    209.72 |    0.42 | 1 | 1 piece (1 | 10
 368 | Cake Angelfood Dry Mix Prepared          | Baked Foods      |     128.5 |    29.35 |     3.05 |     0.15 |     255.5 |     0.1 | 1 | 1 piece (1 | 10
 369 | Cake Batter Raw Chocolate                | Baked Foods      |      40.6 |     5.68 |     0.61 |     1.89 |     57.54 |    0.17 | 1 | 1 tablespo | 10
 370 | Cake Batter Raw Not Chocolate            | Baked Foods      |     42.15 |     6.22 |     0.58 |     1.67 |     58.65 |    0.09 | 1 | 1 tablespo | 10
 371 | Cake Cream Without Icing Or Topping      | Baked Foods      |   235.875 | 29.28625 |    3.105 | 11.93375 |  319.3875 |   0.255 | 1 | Piece      | 10
 372 | Cake Dobos Torte                         | Baked Foods      |     717.6 | 102.2675 |    6.605 | 32.88125 |    787.52 | 1.10375 | 1 | Piece      | 10
 373 | Cake Fruitcake Commercially Prepared     | Baked Foods      |     92.02 |    17.49 |     0.82 |     2.58 |     28.68 |    1.05 | 1 | 1 oz       | 10
 374 | Cake Gingerbread Dry Mix                 | Baked Foods      |    124.11 |    21.19 |     1.25 |     3.92 |    186.59 |    0.48 | 1 | 1 oz       | 10
 375 | Cake Ice Cream And Cake Roll Chocolate   | Baked Foods      |    1064.2 |   138.28 |    11.87 |    55.35 |     802.4 |    5.44 | 1 | 1 ice crea | 10
 376 | Cake Jelly Roll                          | Baked Foods      |   1851.96 |   284.88 |    20.34 |    70.44 |   2287.12 |    3.04 | 1 | 1 jelly ro | 10
 377 | Cake Or Cupcake Gingerbread              | Baked Foods      |       154 |    25.34 |     2.01 |     5.08 |     229.5 |     0.6 | 1 | 1 regular  | 10
 378 | Cake Or Cupcake Oatmeal                  | Baked Foods      |       185 |    31.63 |     1.61 |     6.32 |     131.5 |     0.7 | 1 | 1 regular  | 10
 379 | Cake Or Cupcake Peanut Butter            | Baked Foods      |     206.5 |    26.85 |     2.58 |    10.54 |       208 |     0.5 | 1 | 1 regular  | 10
 380 | Cake Or Cupcake Raisin-Nut               | Baked Foods      |     205.5 |    26.12 |     3.04 |    10.57 |     214.5 |    0.85 | 1 | 1 regular  | 10
 381 | Cake Or Cupcake Zucchini                 | Baked Foods      |   2530.23 |   267.27 |    24.61 |   157.84 |    1331.7 |    6.37 | 1 | 1 1-layer  | 10
 382 | Cake Pineapple Upside Down               | Baked Foods      |       331 |    44.18 |      3.5 |    16.45 |       172 |     0.9 | 1 | 100 g      | 10
 383 | Cake Pound Chocolate                     | Baked Foods      |   3763.26 |   557.94 |    49.27 |   166.26 |   3226.95 |   14.54 | 1 | 1 loaf (9" | 10
 384 | Cake Pound Puerto Rican Style            | Baked Foods      |     418.5 |    40.73 |     6.26 |    26.11 |     226.8 |    0.54 | 1 | 1 slice (3 | 10
 385 | Cake Pound With Icing Or Filling         | Baked Foods      |   4948.84 |   770.94 |    44.09 |   194.27 |   4126.08 |    4.91 | 1 | 1 loaf (9- | 10
 387 | Cake Pudding-Type Chocolate Dry Mix      | Baked Foods      |    111.04 |    22.77 |     1.31 |     2.31 |    245.94 |    0.65 | 1 | 1 oz       | 10
 388 | Cake Pudding-Type White Enriched Dry Mix | Baked Foods      |    120.13 |    22.98 |     1.11 |      2.7 |    188.86 |     0.2 | 1 | 1 oz       | 10
 389 | Cake Pudding-Type Yellow Dry Mix         | Baked Foods      |    120.13 |    22.72 |     1.14 |     2.78 |    244.24 |     0.2 | 1 | 1 oz       | 10
